session_id,user_id,session_start,session_end,device_type,referral_source,zip_code,pages_viewed,bounce,converted
SID00997,UID109,2025-03-11 01:12:26,2025-03-11 01:28:26,mobile,direct,10001,0,False,False
SID00998,UID233,2025-03-19 02:35:21,2025-03-19 02:48:21,desktop,paid_social,85001,3,False,False
SID00999,UID168,2025-03-02 14:03:24,2025-03-02 14:15:24,tablet,paid_social,73301,2,False,False
SID01000,UID173,2025-03-20 06:21:24,2025-03-20 06:22:24,mobile,direct,60601,2,True,False
SID01001,UID390,2025-03-27 02:55:54,2025-03-27 03:12:54,desktop,paid_search,90001,3,False,True
SID01002,UID451,2025-03-23 22:36:37,2025-03-23 22:48:37,mobile,paid_social,90001,0,False,False
SID01003,UID195,2025-03-01 18:31:38,2025-03-01 18:36:38,tablet,direct,73301,2,False,False
SID01004,UID143,2025-03-01 12:15:56,2025-03-01 12:18:56,mobile,organic,10001,4,False,False
SID01005,UID386,2025-03-20 03:19:53,2025-03-20 03:24:53,mobile,paid_search,73301,4,True,False
SID01006,UID488,2025-03-08 10:59:33,2025-03-08 11:14:33,mobile,paid_search,73301,4,False,False
SID01007,UID426,2025-03-30 00:23:15,2025-03-30 00:27:15,desktop,organic,90001,1,True,False
SID01008,UID216,2025-03-12 00:42:29,2025-03-12 00:46:29,mobile,paid_social,85001,5,False,False
SID01009,UID130,2025-03-05 01:45:18,2025-03-05 01:48:18,desktop,organic,10001,2,False,False
SID01010,UID428,2025-03-22 21:16:44,2025-03-22 21:34:44,desktop,organic,73301,1,True,False
SID01011,UID42,2025-03-29 14:44:55,2025-03-29 14:47:55,mobile,paid_social,10001,4,False,False
SID01012,UID241,2025-03-16 02:35:23,2025-03-16 02:38:23,desktop,paid_search,85001,4,False,True
SID01013,UID10,2025-03-09 23:10:12,2025-03-09 23:20:12,desktop,paid_social,90001,3,False,False
SID01014,UID384,2025-03-24 01:19:28,2025-03-24 01:30:28,desktop,direct,10001,7,False,False
SID01015,UID277,2025-03-07 21:37:02,2025-03-07 21:56:02,tablet,paid_search,73301,3,False,False
SID01016,UID27,2025-03-18 08:07:56,2025-03-18 08:20:56,desktop,paid_social,85001,5,False,False
SID01017,UID488,2025-03-10 14:50:19,2025-03-10 15:02:19,mobile,paid_search,10001,2,False,False
SID01018,UID180,2025-03-29 12:20:35,2025-03-29 12:36:35,mobile,direct,73301,4,False,False
SID01019,UID115,2025-03-09 11:12:18,2025-03-09 11:31:18,desktop,direct,60601,0,False,False
SID01020,UID333,2025-03-03 06:13:43,2025-03-03 06:20:43,mobile,paid_social,90001,4,True,False
SID01021,UID36,2025-03-18 04:46:22,2025-03-18 04:59:22,desktop,paid_search,10001,2,False,False
SID01022,UID400,2025-03-08 21:08:34,2025-03-08 21:13:34,mobile,organic,90001,2,False,False
SID01023,UID491,2025-03-01 17:46:28,2025-03-01 17:56:28,mobile,organic,10001,1,True,False
SID01024,UID334,2025-03-24 17:53:48,2025-03-24 17:59:48,desktop,organic,73301,4,False,True
SID01025,UID21,2025-03-11 11:30:51,2025-03-11 11:32:51,desktop,paid_search,60601,4,False,False
SID01026,UID387,2025-03-18 22:24:59,2025-03-18 22:29:59,desktop,paid_social,10001,0,False,False
SID01027,UID16,2025-03-07 20:17:36,2025-03-07 20:28:36,mobile,paid_search,90001,4,True,False
SID01028,UID487,2025-03-03 07:33:27,2025-03-03 07:41:27,mobile,organic,73301,3,False,False
SID01029,UID127,2025-03-24 07:42:31,2025-03-24 07:46:31,desktop,organic,90001,1,True,False
SID01030,UID103,2025-03-02 10:35:02,2025-03-02 10:49:02,desktop,organic,60601,2,False,False
SID01031,UID430,2025-03-15 03:34:44,2025-03-15 03:45:44,desktop,organic,10001,2,False,False
SID01032,UID11,2025-03-14 23:30:22,2025-03-14 23:37:22,mobile,organic,10001,1,True,False
SID01033,UID319,2025-03-18 09:55:44,2025-03-18 10:09:44,desktop,organic,85001,1,True,False
SID01034,UID79,2025-03-10 20:29:55,2025-03-10 20:48:55,mobile,organic,90001,2,False,False
SID01035,UID123,2025-03-19 11:24:18,2025-03-19 11:40:18,desktop,organic,85001,1,True,False
SID01036,UID65,2025-03-14 14:11:53,2025-03-14 14:26:53,desktop,organic,73301,1,True,False
SID01037,UID243,2025-03-24 03:24:48,2025-03-24 03:29:48,desktop,organic,85001,6,False,False
SID01038,UID343,2025-03-12 06:20:33,2025-03-12 06:32:33,desktop,paid_search,60601,0,False,False
SID01039,UID59,2025-03-28 15:52:56,2025-03-28 15:58:56,mobile,paid_search,73301,2,True,False
SID01040,UID289,2025-03-15 19:18:42,2025-03-15 19:37:42,desktop,paid_social,90001,4,False,False
SID01041,UID486,2025-03-28 09:34:50,2025-03-28 09:47:50,mobile,paid_search,85001,0,False,False
SID01042,UID112,2025-03-23 08:05:05,2025-03-23 08:07:05,tablet,organic,73301,2,False,True
SID01043,UID239,2025-03-21 02:17:00,2025-03-21 02:34:00,mobile,direct,90001,2,False,False
SID01044,UID359,2025-03-17 07:03:22,2025-03-17 07:10:22,desktop,paid_search,73301,4,False,True
SID01045,UID132,2025-03-02 04:36:08,2025-03-02 04:50:08,mobile,paid_social,73301,0,False,False
SID01046,UID393,2025-03-25 09:15:52,2025-03-25 09:30:52,desktop,paid_search,85001,2,False,True
SID01047,UID189,2025-03-04 07:55:44,2025-03-04 08:08:44,tablet,paid_search,60601,1,True,False
SID01048,UID86,2025-03-09 15:55:43,2025-03-09 16:10:43,mobile,direct,10001,0,False,False
SID01049,UID311,2025-03-29 21:32:00,2025-03-29 21:34:00,mobile,paid_social,73301,2,True,False
SID01050,UID311,2025-03-15 09:00:22,2025-03-15 09:14:22,mobile,organic,73301,1,True,False
SID01051,UID494,2025-03-28 16:50:31,2025-03-28 16:58:31,tablet,paid_search,73301,6,False,True
SID01052,UID383,2025-03-25 08:54:01,2025-03-25 09:11:01,desktop,paid_search,90001,0,False,False
SID01053,UID368,2025-03-13 14:56:20,2025-03-13 15:07:20,mobile,paid_search,60601,4,False,False
SID01054,UID59,2025-03-23 14:32:11,2025-03-23 14:39:11,mobile,organic,73301,1,True,False
SID01055,UID399,2025-03-07 22:33:47,2025-03-07 22:35:47,desktop,paid_search,90001,3,False,False
SID01056,UID420,2025-03-06 13:44:12,2025-03-06 13:46:12,tablet,organic,85001,5,False,False
SID01057,UID84,2025-03-06 13:10:20,2025-03-06 13:25:20,desktop,organic,90001,2,False,False
SID01058,UID494,2025-03-02 17:52:00,2025-03-02 18:09:00,desktop,organic,10001,4,False,False
SID01059,UID160,2025-03-25 05:32:51,2025-03-25 05:45:51,mobile,organic,85001,4,False,False
SID01060,UID56,2025-03-30 07:03:52,2025-03-30 07:06:52,mobile,paid_search,60601,5,False,False
SID01061,UID297,2025-03-30 07:36:38,2025-03-30 07:53:38,desktop,organic,73301,2,False,False
SID01062,UID14,2025-03-17 22:40:37,2025-03-17 22:57:37,mobile,organic,90001,4,False,False
SID01063,UID476,2025-03-07 08:31:57,2025-03-07 08:32:57,desktop,organic,10001,2,False,False
SID01064,UID160,2025-03-12 17:09:32,2025-03-12 17:13:32,desktop,paid_social,10001,4,False,False
SID01065,UID295,2025-03-04 07:57:27,2025-03-04 08:04:27,mobile,organic,73301,2,False,False
SID01066,UID347,2025-03-29 15:43:59,2025-03-29 15:53:59,mobile,organic,10001,0,False,False
SID01067,UID465,2025-03-06 03:34:44,2025-03-06 03:52:44,desktop,paid_social,85001,3,False,True
SID01068,UID491,2025-03-24 18:53:40,2025-03-24 19:07:40,desktop,organic,73301,4,False,False
SID01069,UID193,2025-03-19 16:35:05,2025-03-19 16:48:05,desktop,organic,60601,6,False,False
SID01070,UID204,2025-03-30 06:39:32,2025-03-30 06:55:32,desktop,paid_social,10001,4,False,False
SID01071,UID483,2025-03-11 05:31:01,2025-03-11 05:44:01,desktop,direct,85001,3,False,True
SID01072,UID367,2025-03-23 18:20:00,2025-03-23 18:30:00,desktop,direct,60601,2,False,False
SID01073,UID102,2025-03-12 12:12:45,2025-03-12 12:19:45,mobile,paid_social,73301,5,False,False
SID01074,UID39,2025-03-30 09:31:07,2025-03-30 09:49:07,desktop,organic,10001,3,False,False
SID01075,UID304,2025-03-10 01:47:32,2025-03-10 02:04:32,mobile,paid_search,10001,5,False,False
SID01076,UID354,2025-03-01 12:34:02,2025-03-01 12:39:02,tablet,paid_social,60601,4,False,False
SID01077,UID426,2025-03-08 12:51:33,2025-03-08 13:01:33,mobile,organic,73301,4,True,False
SID01078,UID322,2025-03-29 03:19:07,2025-03-29 03:21:07,tablet,paid_search,60601,2,False,False
SID01079,UID125,2025-03-01 05:53:22,2025-03-01 06:10:22,mobile,paid_search,90001,4,True,False
SID01080,UID53,2025-03-28 23:36:12,2025-03-28 23:46:12,mobile,organic,60601,2,False,False
SID01081,UID357,2025-03-21 22:35:07,2025-03-21 22:46:07,desktop,organic,85001,2,False,False
SID01082,UID396,2025-03-04 02:42:56,2025-03-04 02:45:56,mobile,paid_search,60601,1,True,False
SID01083,UID155,2025-03-29 17:05:26,2025-03-29 17:18:26,desktop,paid_search,90001,4,False,False
SID01084,UID436,2025-03-25 04:07:03,2025-03-25 04:23:03,mobile,paid_search,73301,4,False,False
SID01085,UID351,2025-03-25 16:33:25,2025-03-25 16:51:25,mobile,direct,73301,3,False,False
SID01086,UID308,2025-03-16 02:39:52,2025-03-16 02:58:52,tablet,organic,85001,2,False,True
SID01087,UID413,2025-03-28 17:22:40,2025-03-28 17:35:40,desktop,paid_search,60601,4,False,True
SID01088,UID62,2025-03-22 18:31:02,2025-03-22 18:34:02,mobile,direct,73301,3,True,False
SID01089,UID408,2025-03-24 16:26:47,2025-03-24 16:38:47,tablet,paid_search,90001,3,False,False
SID01090,UID290,2025-03-14 21:07:46,2025-03-14 21:15:46,mobile,paid_search,73301,4,False,False
SID01091,UID401,2025-03-20 16:26:01,2025-03-20 16:34:01,mobile,paid_social,85001,3,True,False
SID01092,UID22,2025-03-27 15:44:22,2025-03-27 16:03:22,desktop,paid_search,60601,2,False,True
SID01093,UID178,2025-03-12 03:11:19,2025-03-12 03:16:19,desktop,organic,90001,3,False,False
SID01094,UID273,2025-03-14 04:11:10,2025-03-14 04:17:10,tablet,paid_search,10001,0,False,False
SID01095,UID220,2025-03-18 12:27:01,2025-03-18 12:28:01,mobile,paid_social,10001,8,False,False
SID01096,UID339,2025-03-17 15:07:17,2025-03-17 15:10:17,tablet,direct,85001,0,False,False
SID01097,UID190,2025-03-30 02:44:51,2025-03-30 02:46:51,desktop,organic,85001,3,False,False
SID01098,UID36,2025-03-19 09:06:03,2025-03-19 09:23:03,desktop,organic,85001,4,False,False
SID01099,UID260,2025-03-06 07:24:39,2025-03-06 07:41:39,desktop,organic,60601,3,False,False
SID01100,UID332,2025-03-12 10:34:16,2025-03-12 10:40:16,mobile,organic,10001,3,False,False
SID01101,UID175,2025-03-11 02:01:04,2025-03-11 02:05:04,desktop,paid_search,85001,3,False,False
SID01102,UID7,2025-03-13 23:37:22,2025-03-13 23:38:22,desktop,organic,60601,1,True,False
SID01103,UID435,2025-03-10 12:51:17,2025-03-10 13:10:17,desktop,paid_social,10001,4,False,False
SID01104,UID216,2025-03-22 19:31:49,2025-03-22 19:46:49,mobile,organic,73301,6,True,False
SID01105,UID422,2025-03-21 11:42:26,2025-03-21 11:51:26,mobile,paid_search,73301,4,False,False
SID01106,UID251,2025-03-06 22:56:46,2025-03-06 23:01:46,desktop,paid_search,73301,4,False,False
SID01107,UID55,2025-03-06 12:31:56,2025-03-06 12:50:56,desktop,paid_search,10001,3,False,False
SID01108,UID222,2025-03-20 18:50:58,2025-03-20 19:07:58,desktop,paid_search,10001,1,True,False
SID01109,UID492,2025-03-28 14:55:45,2025-03-28 15:11:45,mobile,organic,73301,3,True,False
SID01110,UID186,2025-03-14 03:50:46,2025-03-14 03:57:46,mobile,organic,85001,0,False,False
SID01111,UID326,2025-03-29 11:51:04,2025-03-29 12:02:04,desktop,direct,10001,6,False,False
SID01112,UID457,2025-03-15 17:41:52,2025-03-15 17:57:52,desktop,paid_search,73301,1,True,False
SID01113,UID425,2025-03-12 19:26:26,2025-03-12 19:38:26,desktop,organic,73301,0,False,False
SID01114,UID236,2025-03-03 12:19:37,2025-03-03 12:29:37,mobile,organic,73301,4,False,False
SID01115,UID363,2025-03-29 00:52:47,2025-03-29 00:53:47,mobile,paid_search,90001,1,True,False
SID01116,UID79,2025-03-01 08:06:01,2025-03-01 08:07:01,desktop,paid_search,10001,6,False,True
SID01117,UID223,2025-03-30 18:12:51,2025-03-30 18:27:51,tablet,paid_social,60601,1,True,False
SID01118,UID91,2025-03-24 06:49:38,2025-03-24 06:56:38,mobile,organic,10001,3,False,False
SID01119,UID376,2025-03-22 22:46:52,2025-03-22 22:51:52,mobile,paid_search,73301,0,True,False
SID01120,UID268,2025-03-07 02:50:16,2025-03-07 02:55:16,mobile,paid_search,10001,3,True,False
SID01121,UID495,2025-03-01 07:51:48,2025-03-01 08:09:48,tablet,direct,10001,2,False,True
SID01122,UID334,2025-03-11 08:18:25,2025-03-11 08:35:25,mobile,organic,60601,1,True,False
SID01123,UID139,2025-03-02 16:17:38,2025-03-02 16:27:38,mobile,organic,90001,2,False,False
SID01124,UID316,2025-03-19 12:36:57,2025-03-19 12:38:57,tablet,paid_social,85001,3,False,False
SID01125,UID414,2025-03-11 08:45:08,2025-03-11 08:48:08,desktop,paid_social,10001,3,False,True
SID01126,UID471,2025-03-22 03:18:01,2025-03-22 03:23:01,desktop,paid_social,90001,0,False,True
SID01127,UID276,2025-03-09 23:33:53,2025-03-09 23:43:53,desktop,direct,10001,5,False,False
SID01128,UID397,2025-03-27 21:57:17,2025-03-27 21:58:17,mobile,paid_social,10001,3,False,False
SID01129,UID248,2025-03-25 14:21:17,2025-03-25 14:33:17,mobile,paid_search,90001,2,False,False
SID01130,UID239,2025-03-09 11:18:15,2025-03-09 11:34:15,desktop,paid_social,10001,1,True,False
SID01131,UID224,2025-03-05 03:08:31,2025-03-05 03:12:31,mobile,organic,85001,2,False,False
SID01132,UID423,2025-03-28 15:19:04,2025-03-28 15:29:04,mobile,paid_search,90001,2,True,False
SID01133,UID375,2025-03-29 06:38:31,2025-03-29 06:53:31,desktop,organic,85001,2,False,False
SID01134,UID304,2025-03-22 21:55:08,2025-03-22 22:01:08,desktop,organic,90001,6,False,True
SID01135,UID138,2025-03-16 01:56:38,2025-03-16 02:10:38,tablet,paid_search,60601,3,False,False
SID01136,UID166,2025-03-15 02:35:52,2025-03-15 02:40:52,desktop,direct,60601,4,False,False
SID01137,UID437,2025-03-25 12:28:04,2025-03-25 12:34:04,desktop,paid_search,90001,3,False,True
SID01138,UID126,2025-03-09 18:24:54,2025-03-09 18:32:54,desktop,paid_social,85001,2,False,False
SID01139,UID426,2025-03-09 17:21:34,2025-03-09 17:25:34,desktop,paid_search,90001,5,False,True
SID01140,UID479,2025-03-16 22:05:17,2025-03-16 22:06:17,desktop,organic,90001,0,False,False
SID01141,UID45,2025-03-29 09:06:52,2025-03-29 09:18:52,mobile,paid_search,85001,4,True,False
SID01142,UID143,2025-03-02 11:32:39,2025-03-02 11:46:39,mobile,organic,85001,0,False,False
SID01143,UID452,2025-03-21 12:55:35,2025-03-21 13:12:35,mobile,paid_search,90001,2,True,False
SID01144,UID231,2025-03-08 13:22:21,2025-03-08 13:23:21,mobile,organic,85001,3,False,False
SID01145,UID125,2025-03-12 11:35:16,2025-03-12 11:44:16,mobile,organic,73301,7,False,False
SID01146,UID385,2025-03-17 05:17:02,2025-03-17 05:21:02,desktop,organic,90001,2,False,False
SID01147,UID238,2025-03-11 20:39:41,2025-03-11 20:45:41,mobile,organic,90001,5,True,False
SID01148,UID292,2025-03-21 14:31:44,2025-03-21 14:40:44,desktop,organic,73301,4,False,False
SID01149,UID313,2025-03-06 02:19:11,2025-03-06 02:33:11,mobile,organic,73301,4,False,False
SID01150,UID343,2025-03-15 06:02:16,2025-03-15 06:03:16,desktop,direct,85001,5,False,True
SID01151,UID195,2025-03-21 22:19:03,2025-03-21 22:25:03,mobile,direct,60601,4,False,False
SID01152,UID173,2025-03-29 12:55:29,2025-03-29 13:14:29,desktop,paid_search,10001,2,False,False
SID01153,UID15,2025-03-06 18:52:39,2025-03-06 19:05:39,mobile,organic,73301,3,True,False
SID01154,UID254,2025-03-27 03:40:27,2025-03-27 03:49:27,desktop,paid_search,85001,2,False,False
SID01155,UID436,2025-03-15 08:12:25,2025-03-15 08:16:25,mobile,organic,10001,7,False,False
SID01156,UID167,2025-03-23 16:47:42,2025-03-23 17:01:42,desktop,paid_search,60601,4,False,True
SID01157,UID94,2025-03-23 13:53:18,2025-03-23 14:03:18,desktop,organic,85001,4,False,False
SID01158,UID250,2025-03-29 09:07:23,2025-03-29 09:14:23,desktop,direct,85001,5,False,False
SID01159,UID109,2025-03-07 05:59:14,2025-03-07 06:00:14,mobile,direct,73301,0,False,False
SID01160,UID182,2025-03-05 20:38:12,2025-03-05 20:57:12,desktop,organic,60601,6,False,True
SID01161,UID409,2025-03-13 01:40:02,2025-03-13 01:55:02,desktop,direct,90001,1,True,False
SID01162,UID133,2025-03-24 00:43:08,2025-03-24 00:48:08,tablet,paid_social,90001,2,False,False
SID01163,UID175,2025-03-22 10:17:57,2025-03-22 10:31:57,mobile,paid_search,90001,1,True,False
SID01164,UID144,2025-03-22 22:01:44,2025-03-22 22:20:44,desktop,organic,85001,2,False,False
SID01165,UID451,2025-03-07 03:43:33,2025-03-07 04:02:33,desktop,organic,10001,7,False,False
SID01166,UID306,2025-03-16 09:50:58,2025-03-16 09:59:58,mobile,paid_social,85001,7,True,False
SID01167,UID360,2025-03-16 17:02:21,2025-03-16 17:19:21,desktop,organic,60601,6,False,True
SID01168,UID451,2025-03-05 20:26:57,2025-03-05 20:41:57,mobile,paid_search,90001,2,False,False
SID01169,UID142,2025-03-11 13:13:47,2025-03-11 13:15:47,desktop,paid_social,10001,2,False,False
SID01170,UID285,2025-03-04 02:05:42,2025-03-04 02:21:42,mobile,paid_social,73301,7,False,False
SID01171,UID6,2025-03-11 05:09:54,2025-03-11 05:13:54,tablet,organic,73301,1,True,False
SID01172,UID265,2025-03-28 08:35:09,2025-03-28 08:46:09,desktop,paid_search,90001,5,False,False
SID01173,UID486,2025-03-02 05:25:27,2025-03-02 05:38:27,mobile,paid_search,73301,4,False,False
SID01174,UID98,2025-03-09 17:28:44,2025-03-09 17:33:44,desktop,organic,90001,3,False,False
SID01175,UID44,2025-03-04 02:58:33,2025-03-04 03:13:33,desktop,organic,60601,5,False,True
SID01176,UID124,2025-03-27 07:24:02,2025-03-27 07:42:02,desktop,paid_social,10001,5,False,False
SID01177,UID369,2025-03-13 18:31:28,2025-03-13 18:37:28,desktop,paid_search,73301,4,False,False
SID01178,UID209,2025-03-06 09:16:24,2025-03-06 09:27:24,mobile,paid_social,60601,3,False,False
SID01179,UID251,2025-03-10 10:07:43,2025-03-10 10:15:43,mobile,paid_search,90001,1,True,False
SID01180,UID285,2025-03-13 22:36:25,2025-03-13 22:53:25,mobile,organic,60601,5,False,False
SID01181,UID389,2025-03-14 11:20:33,2025-03-14 11:37:33,mobile,direct,90001,4,True,False
SID01182,UID124,2025-03-17 04:08:43,2025-03-17 04:27:43,desktop,paid_search,60601,2,False,False
SID01183,UID354,2025-03-29 17:25:52,2025-03-29 17:38:52,mobile,paid_search,85001,2,True,False
SID01184,UID244,2025-03-08 01:11:17,2025-03-08 01:29:17,mobile,direct,85001,1,True,False
SID01185,UID331,2025-03-04 09:04:12,2025-03-04 09:10:12,desktop,organic,85001,6,False,False
SID01186,UID365,2025-03-30 12:54:33,2025-03-30 13:09:33,tablet,organic,73301,4,False,False
SID01187,UID252,2025-03-07 08:32:17,2025-03-07 08:44:17,mobile,paid_search,10001,3,False,False
SID01188,UID230,2025-03-01 03:41:05,2025-03-01 03:59:05,mobile,organic,90001,2,False,False
SID01189,UID406,2025-03-12 09:42:15,2025-03-12 09:51:15,mobile,direct,10001,2,False,False
SID01190,UID9,2025-03-23 08:07:32,2025-03-23 08:22:32,mobile,paid_search,85001,0,False,False
SID01191,UID48,2025-03-13 07:30:11,2025-03-13 07:32:11,desktop,organic,90001,3,False,True
SID01192,UID151,2025-03-24 22:13:15,2025-03-24 22:22:15,mobile,paid_social,85001,2,False,False
SID01193,UID114,2025-03-02 08:07:20,2025-03-02 08:21:20,tablet,organic,10001,2,False,False
SID01194,UID208,2025-03-11 23:07:04,2025-03-11 23:25:04,mobile,organic,85001,6,True,False
SID01195,UID355,2025-03-16 11:08:58,2025-03-16 11:25:58,desktop,paid_search,73301,2,False,True
SID01196,UID125,2025-03-14 17:12:36,2025-03-14 17:27:36,desktop,paid_social,90001,3,False,False
SID01197,UID157,2025-03-01 01:59:12,2025-03-01 02:08:12,desktop,paid_search,90001,0,False,False
SID01198,UID340,2025-03-22 23:23:10,2025-03-22 23:39:10,desktop,organic,85001,4,False,False
SID01199,UID298,2025-03-20 10:41:13,2025-03-20 10:50:13,desktop,organic,73301,1,True,False
SID01200,UID189,2025-03-17 01:15:05,2025-03-17 01:23:05,desktop,organic,10001,0,False,True
SID01201,UID243,2025-03-12 23:11:15,2025-03-12 23:30:15,desktop,paid_social,85001,2,False,False
SID01202,UID284,2025-03-28 18:38:26,2025-03-28 18:45:26,desktop,paid_social,85001,7,False,False
SID01203,UID272,2025-03-03 23:05:13,2025-03-03 23:15:13,tablet,paid_social,85001,2,False,False
SID01204,UID177,2025-03-19 10:18:09,2025-03-19 10:23:09,tablet,organic,85001,4,False,False
SID01205,UID218,2025-03-06 01:04:51,2025-03-06 01:16:51,mobile,paid_search,73301,4,False,False
SID01206,UID382,2025-03-20 19:00:04,2025-03-20 19:05:04,mobile,organic,60601,2,True,False
SID01207,UID282,2025-03-26 18:22:24,2025-03-26 18:32:24,mobile,direct,85001,1,True,False
SID01208,UID170,2025-03-09 11:19:49,2025-03-09 11:35:49,tablet,paid_search,60601,2,False,False
SID01209,UID181,2025-03-20 18:13:32,2025-03-20 18:25:32,tablet,paid_social,60601,2,False,False
SID01210,UID360,2025-03-29 19:23:49,2025-03-29 19:40:49,desktop,paid_search,85001,2,False,False
SID01211,UID233,2025-03-06 21:09:23,2025-03-06 21:23:23,desktop,paid_search,90001,6,False,True
SID01212,UID139,2025-03-19 03:27:23,2025-03-19 03:33:23,mobile,organic,85001,5,False,False
SID01213,UID157,2025-03-04 05:36:06,2025-03-04 05:50:06,tablet,paid_social,60601,1,True,False
SID01214,UID129,2025-03-13 21:14:17,2025-03-13 21:22:17,desktop,organic,85001,4,False,False
SID01215,UID119,2025-03-08 18:24:19,2025-03-08 18:38:19,desktop,organic,10001,2,False,False
SID01216,UID62,2025-03-28 03:18:38,2025-03-28 03:36:38,mobile,direct,90001,2,False,False
SID01217,UID370,2025-03-20 07:27:26,2025-03-20 07:39:26,mobile,organic,90001,0,False,False
SID01218,UID99,2025-03-21 06:58:29,2025-03-21 07:02:29,desktop,paid_search,73301,4,False,False
SID01219,UID162,2025-03-17 18:50:40,2025-03-17 18:52:40,desktop,paid_search,90001,0,False,False
SID01220,UID62,2025-03-18 00:34:51,2025-03-18 00:40:51,desktop,organic,10001,1,True,False
SID01221,UID381,2025-03-16 08:10:03,2025-03-16 08:13:03,mobile,paid_social,73301,2,False,False
SID01222,UID275,2025-03-26 14:50:35,2025-03-26 14:51:35,desktop,organic,10001,3,False,False
SID01223,UID487,2025-03-07 23:20:34,2025-03-07 23:39:34,desktop,organic,60601,2,False,False
SID01224,UID391,2025-03-03 15:35:34,2025-03-03 15:51:34,mobile,paid_social,10001,1,True,False
SID01225,UID354,2025-03-08 08:56:09,2025-03-08 09:08:09,desktop,direct,73301,4,False,True
SID01226,UID95,2025-03-23 19:10:30,2025-03-23 19:21:30,mobile,paid_search,10001,5,False,False
SID01227,UID99,2025-03-25 22:05:49,2025-03-25 22:09:49,desktop,paid_social,73301,2,False,False
SID01228,UID111,2025-03-11 03:29:11,2025-03-11 03:33:11,mobile,organic,73301,2,False,False
SID01229,UID379,2025-03-24 17:41:45,2025-03-24 17:46:45,desktop,organic,85001,2,False,True
SID01230,UID248,2025-03-18 00:04:30,2025-03-18 00:20:30,mobile,direct,60601,5,False,False
SID01231,UID142,2025-03-21 07:09:53,2025-03-21 07:27:53,mobile,organic,60601,3,False,False
SID01232,UID371,2025-03-05 00:22:59,2025-03-05 00:31:59,desktop,paid_social,90001,3,False,True
SID01233,UID302,2025-03-28 01:59:03,2025-03-28 02:01:03,desktop,organic,60601,3,False,False
SID01234,UID390,2025-03-26 03:13:08,2025-03-26 03:30:08,mobile,paid_social,10001,2,False,False
SID01235,UID269,2025-03-11 12:04:33,2025-03-11 12:21:33,desktop,direct,10001,3,False,False
SID01236,UID306,2025-03-12 08:52:43,2025-03-12 09:09:43,desktop,direct,90001,2,False,True
SID01237,UID145,2025-03-24 12:39:54,2025-03-24 12:56:54,desktop,paid_search,90001,3,False,True
SID01238,UID52,2025-03-10 03:50:49,2025-03-10 04:07:49,desktop,paid_search,73301,4,False,False
SID01239,UID427,2025-03-26 18:36:29,2025-03-26 18:44:29,desktop,paid_search,10001,3,False,False
SID01240,UID100,2025-03-21 19:26:37,2025-03-21 19:32:37,tablet,organic,85001,3,False,False
SID01241,UID152,2025-03-24 13:49:17,2025-03-24 14:07:17,mobile,direct,73301,3,False,False
SID01242,UID117,2025-03-23 21:18:15,2025-03-23 21:27:15,desktop,organic,60601,1,True,False
SID01243,UID185,2025-03-26 06:25:06,2025-03-26 06:39:06,tablet,paid_search,85001,2,False,False
SID01244,UID92,2025-03-22 04:34:37,2025-03-22 04:52:37,mobile,paid_search,73301,2,True,False
SID01245,UID155,2025-03-27 07:38:33,2025-03-27 07:40:33,tablet,organic,85001,4,False,False
SID01246,UID8,2025-03-10 13:55:18,2025-03-10 14:02:18,desktop,organic,73301,6,False,False
SID01247,UID363,2025-03-18 07:38:50,2025-03-18 07:44:50,desktop,paid_search,85001,1,True,False
SID01248,UID274,2025-03-08 23:35:54,2025-03-08 23:39:54,desktop,paid_social,73301,4,False,True
SID01249,UID65,2025-03-19 01:25:05,2025-03-19 01:39:05,desktop,organic,10001,3,False,True
SID01250,UID141,2025-03-23 16:26:42,2025-03-23 16:37:42,desktop,paid_search,60601,1,True,False
SID01251,UID24,2025-03-08 04:37:02,2025-03-08 04:41:02,mobile,organic,73301,2,True,False
SID01252,UID499,2025-03-09 09:29:05,2025-03-09 09:43:05,desktop,paid_search,73301,5,False,False
SID01253,UID28,2025-03-17 12:32:53,2025-03-17 12:33:53,desktop,organic,90001,5,False,False
SID01254,UID284,2025-03-11 07:30:24,2025-03-11 07:39:24,desktop,organic,90001,1,True,False
SID01255,UID150,2025-03-07 12:12:43,2025-03-07 12:22:43,desktop,paid_search,60601,7,False,True
SID01256,UID358,2025-03-16 22:44:12,2025-03-16 22:58:12,mobile,paid_social,90001,0,False,False
SID01257,UID484,2025-03-08 17:17:21,2025-03-08 17:33:21,mobile,organic,90001,2,False,False
SID01258,UID65,2025-03-29 18:13:47,2025-03-29 18:26:47,mobile,organic,60601,6,True,False
SID01259,UID327,2025-03-03 04:22:46,2025-03-03 04:40:46,mobile,paid_search,90001,1,True,False
SID01260,UID445,2025-03-07 10:52:58,2025-03-07 10:59:58,desktop,direct,73301,2,False,False
SID01261,UID386,2025-03-12 01:47:00,2025-03-12 01:51:00,desktop,organic,73301,1,True,False
SID01262,UID252,2025-03-18 21:06:58,2025-03-18 21:24:58,desktop,organic,85001,3,False,False
SID01263,UID53,2025-03-02 14:22:39,2025-03-02 14:37:39,desktop,direct,90001,4,False,True
SID01264,UID447,2025-03-17 19:26:54,2025-03-17 19:34:54,mobile,organic,85001,3,False,False
